Concept ID,Concept,Paper ID,Paper,Mention Count,Role,Source Path
agent,Agent,07,Interaction,9,Supporting,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
agent,Agent,08,Behavior,4,Supporting,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
agent,Agent,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
agent,Agent,10,Interaction Similarity,1,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
agent,Agent,11,Interaction Transfer,6,Supporting,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
agent,Agent,12,Interaction Strategies,5,Supporting,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
agent,Agent,13,Formal Models of Computational Interaction,8,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
agent,Agent,14,Predicting Interaction,4,Supporting,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
agent,Agent,15,Comparative Interaction,1,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
agent,Agent,16,Computational Interaction Science,2,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
environment,Environment,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",7,Supporting,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
environment,Environment,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",11,Supporting,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
environment,Environment,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
environment,Environment,04,"Representation, Invariance, and Projection",3,Supporting,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
environment,Environment,05,"Ontology, Semantics, Representation, and Interpretation",5,Supporting,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
environment,Environment,06,"Opportunity, Affordance, and Action Availability",3,Supporting,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
environment,Environment,07,Interaction,8,Supporting,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
environment,Environment,08,Behavior,13,Originating,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
environment,Environment,09,Measurement,1,Supporting,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
environment,Environment,10,Interaction Similarity,1,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
environment,Environment,11,Interaction Transfer,2,Supporting,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
environment,Environment,12,Interaction Strategies,1,Supporting,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
environment,Environment,13,Formal Models of Computational Interaction,0,No direct mention,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
environment,Environment,14,Predicting Interaction,1,Supporting,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
environment,Environment,15,Comparative Interaction,1,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
environment,Environment,16,Computational Interaction Science,1,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
affordance,Affordance,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",2,Supporting,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
affordance,Affordance,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",0,No direct mention,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
affordance,Affordance,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
affordance,Affordance,04,"Representation, Invariance, and Projection",1,Supporting,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
affordance,Affordance,05,"Ontology, Semantics, Representation, and Interpretation",1,Supporting,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
affordance,Affordance,06,"Opportunity, Affordance, and Action Availability",28,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
affordance,Affordance,07,Interaction,0,No direct mention,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
affordance,Affordance,08,Behavior,0,No direct mention,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
affordance,Affordance,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
affordance,Affordance,10,Interaction Similarity,0,No direct mention,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
affordance,Affordance,11,Interaction Transfer,0,No direct mention,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
affordance,Affordance,12,Interaction Strategies,0,No direct mention,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
affordance,Affordance,13,Formal Models of Computational Interaction,0,No direct mention,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
affordance,Affordance,14,Predicting Interaction,1,Supporting,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
affordance,Affordance,15,Comparative Interaction,1,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
affordance,Affordance,16,Computational Interaction Science,1,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
opportunity,Opportunity,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",1,Supporting,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
opportunity,Opportunity,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",1,Supporting,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
opportunity,Opportunity,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
opportunity,Opportunity,04,"Representation, Invariance, and Projection",6,Supporting,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
opportunity,Opportunity,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
opportunity,Opportunity,06,"Opportunity, Affordance, and Action Availability",32,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
opportunity,Opportunity,07,Interaction,3,Supporting,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
opportunity,Opportunity,08,Behavior,6,Supporting,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
opportunity,Opportunity,09,Measurement,7,Supporting,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
opportunity,Opportunity,10,Interaction Similarity,15,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
opportunity,Opportunity,11,Interaction Transfer,8,Supporting,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
opportunity,Opportunity,12,Interaction Strategies,14,Supporting,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
opportunity,Opportunity,13,Formal Models of Computational Interaction,8,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
opportunity,Opportunity,14,Predicting Interaction,13,Supporting,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
opportunity,Opportunity,15,Comparative Interaction,9,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
opportunity,Opportunity,16,Computational Interaction Science,14,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
opportunity-profile,Opportunity profile,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",0,No direct mention,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
opportunity-profile,Opportunity profile,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",0,No direct mention,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
opportunity-profile,Opportunity profile,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
opportunity-profile,Opportunity profile,04,"Representation, Invariance, and Projection",1,Originating,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
opportunity-profile,Opportunity profile,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
opportunity-profile,Opportunity profile,06,"Opportunity, Affordance, and Action Availability",1,Supporting,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
opportunity-profile,Opportunity profile,07,Interaction,0,No direct mention,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
opportunity-profile,Opportunity profile,08,Behavior,1,Supporting,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
opportunity-profile,Opportunity profile,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
opportunity-profile,Opportunity profile,10,Interaction Similarity,1,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
opportunity-profile,Opportunity profile,11,Interaction Transfer,0,No direct mention,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
opportunity-profile,Opportunity profile,12,Interaction Strategies,1,Supporting,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
opportunity-profile,Opportunity profile,13,Formal Models of Computational Interaction,0,No direct mention,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
opportunity-profile,Opportunity profile,14,Predicting Interaction,0,No direct mention,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
opportunity-profile,Opportunity profile,15,Comparative Interaction,1,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
opportunity-profile,Opportunity profile,16,Computational Interaction Science,1,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
capability,Capability,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",1,Supporting,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
capability,Capability,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",1,Supporting,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
capability,Capability,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
capability,Capability,04,"Representation, Invariance, and Projection",0,No direct mention,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
capability,Capability,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
capability,Capability,06,"Opportunity, Affordance, and Action Availability",16,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
capability,Capability,07,Interaction,1,Supporting,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
capability,Capability,08,Behavior,0,No direct mention,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
capability,Capability,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
capability,Capability,10,Interaction Similarity,0,No direct mention,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
capability,Capability,11,Interaction Transfer,1,Supporting,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
capability,Capability,12,Interaction Strategies,0,No direct mention,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
capability,Capability,13,Formal Models of Computational Interaction,1,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
capability,Capability,14,Predicting Interaction,0,No direct mention,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
capability,Capability,15,Comparative Interaction,0,No direct mention,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
capability,Capability,16,Computational Interaction Science,2,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
permission,Permission,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",0,No direct mention,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
permission,Permission,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",0,No direct mention,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
permission,Permission,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
permission,Permission,04,"Representation, Invariance, and Projection",0,No direct mention,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
permission,Permission,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
permission,Permission,06,"Opportunity, Affordance, and Action Availability",13,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
permission,Permission,07,Interaction,0,No direct mention,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
permission,Permission,08,Behavior,1,Supporting,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
permission,Permission,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
permission,Permission,10,Interaction Similarity,1,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
permission,Permission,11,Interaction Transfer,0,No direct mention,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
permission,Permission,12,Interaction Strategies,1,Supporting,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
permission,Permission,13,Formal Models of Computational Interaction,1,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
permission,Permission,14,Predicting Interaction,0,No direct mention,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
permission,Permission,15,Comparative Interaction,1,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
permission,Permission,16,Computational Interaction Science,3,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
enablement,Enablement,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",0,No direct mention,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
enablement,Enablement,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",0,No direct mention,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
enablement,Enablement,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
enablement,Enablement,04,"Representation, Invariance, and Projection",0,No direct mention,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
enablement,Enablement,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
enablement,Enablement,06,"Opportunity, Affordance, and Action Availability",8,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
enablement,Enablement,07,Interaction,0,No direct mention,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
enablement,Enablement,08,Behavior,0,No direct mention,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
enablement,Enablement,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
enablement,Enablement,10,Interaction Similarity,0,No direct mention,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
enablement,Enablement,11,Interaction Transfer,0,No direct mention,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
enablement,Enablement,12,Interaction Strategies,0,No direct mention,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
enablement,Enablement,13,Formal Models of Computational Interaction,1,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
enablement,Enablement,14,Predicting Interaction,0,No direct mention,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
enablement,Enablement,15,Comparative Interaction,0,No direct mention,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
enablement,Enablement,16,Computational Interaction Science,0,No direct mention,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
reachability,Reachability,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",0,No direct mention,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
reachability,Reachability,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",0,No direct mention,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
reachability,Reachability,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
reachability,Reachability,04,"Representation, Invariance, and Projection",0,No direct mention,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
reachability,Reachability,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
reachability,Reachability,06,"Opportunity, Affordance, and Action Availability",14,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
reachability,Reachability,07,Interaction,1,Supporting,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
reachability,Reachability,08,Behavior,0,No direct mention,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
reachability,Reachability,09,Measurement,0,No direct mention,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
reachability,Reachability,10,Interaction Similarity,0,No direct mention,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
reachability,Reachability,11,Interaction Transfer,0,No direct mention,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
reachability,Reachability,12,Interaction Strategies,0,No direct mention,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
reachability,Reachability,13,Formal Models of Computational Interaction,5,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
reachability,Reachability,14,Predicting Interaction,0,No direct mention,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
reachability,Reachability,15,Comparative Interaction,0,No direct mention,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
reachability,Reachability,16,Computational Interaction Science,0,No direct mention,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
exposure,Exposure,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",5,Supporting,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
exposure,Exposure,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",0,No direct mention,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
exposure,Exposure,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
exposure,Exposure,04,"Representation, Invariance, and Projection",0,No direct mention,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
exposure,Exposure,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
exposure,Exposure,06,"Opportunity, Affordance, and Action Availability",29,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
exposure,Exposure,07,Interaction,0,No direct mention,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
exposure,Exposure,08,Behavior,0,No direct mention,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
exposure,Exposure,09,Measurement,1,Supporting,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
exposure,Exposure,10,Interaction Similarity,1,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
exposure,Exposure,11,Interaction Transfer,8,Supporting,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
exposure,Exposure,12,Interaction Strategies,0,No direct mention,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
exposure,Exposure,13,Formal Models of Computational Interaction,2,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
exposure,Exposure,14,Predicting Interaction,3,Supporting,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
exposure,Exposure,15,Comparative Interaction,1,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
exposure,Exposure,16,Computational Interaction Science,2,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
signaling,Signaling,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",0,No direct mention,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
signaling,Signaling,02,"CAN INTERACTION BECOME A
PRIMARY SCIENTIFIC OBJECT?",1,Supporting,02_Research_Papers/02_Primary_Scientific_Object/Can_Interaction_Become_a_Primary_Scientific_Object.docx
signaling,Signaling,03,How Sciences Define Their Objects,0,No direct mention,02_Research_Papers/03_Architecture_of_Sciences/How_Sciences_Define_Their_Objects.docx
signaling,Signaling,04,"Representation, Invariance, and Projection",0,No direct mention,02_Research_Papers/04_Representation_and_Projection/Representation_Invariance_and_Projection.docx
signaling,Signaling,05,"Ontology, Semantics, Representation, and Interpretation",0,No direct mention,02_Research_Papers/05_Ontology_Semantics_Interpretation/Ontology_Semantics_Representation_and_Interpretation.docx
signaling,Signaling,06,"Opportunity, Affordance, and Action Availability",21,Originating,02_Research_Papers/06_Opportunity/Opportunity_Affordance_and_Action_Availability.docx
signaling,Signaling,07,Interaction,0,No direct mention,02_Research_Papers/07_Interaction/Interaction_Toward_a_General_Theory_of_Interaction.docx
signaling,Signaling,08,Behavior,0,No direct mention,02_Research_Papers/08_Behavior/Behavior_Toward_a_Scientific_Theory_of_Computational_Behavior.docx
signaling,Signaling,09,Measurement,1,Supporting,02_Research_Papers/09_Measurement/Measurement_Toward_a_Scientific_Framework_for_Interaction_Research.docx
signaling,Signaling,10,Interaction Similarity,1,Supporting,02_Research_Papers/10_Similarity/Interaction_Similarity_Toward_a_General_Theory_of_Comparable_Interactions.docx
signaling,Signaling,11,Interaction Transfer,0,No direct mention,02_Research_Papers/11_Transfer/Interaction_Transfer_Toward_a_Theory_of_Experience_and_Adaptation.docx
signaling,Signaling,12,Interaction Strategies,1,Supporting,02_Research_Papers/12_Strategies/Interaction_Strategies_Toward_a_Theory_of_Behavioral_Organization.docx
signaling,Signaling,13,Formal Models of Computational Interaction,2,Supporting,02_Research_Papers/13_Formal_Models/Formal_Models_of_Computational_Interaction_Toward_a_Mathematical_Foundation.docx
signaling,Signaling,14,Predicting Interaction,2,Supporting,02_Research_Papers/14_Prediction/Predicting_Interaction_Toward_a_Predictive_Theory_of_Computational_Interaction.docx
signaling,Signaling,15,Comparative Interaction,2,Supporting,02_Research_Papers/15_Comparative_Interaction/Comparative_Interaction_Toward_a_Scientific_Method_for_Comparing_Computational_Interactions.docx
signaling,Signaling,16,Computational Interaction Science,3,Supporting,02_Research_Papers/16_Program_Synthesis/Computational_Interaction_Science_Foundations.docx
discoverability,Discoverability,01,"INTERACTION AS A
SCIENTIFIC EXPLANANDUM",0,No direct mention,02_Research_Papers/01_Scientific_Explanandum/Interaction_as_a_Scientific_Explanandum.docx
